日期,講員,主題,視頻/錄音.video,視頻/錄音
4/9/2025,單儉長老,與神同行,https://vimeo.com/1074083519/fee3ae0961,
4/2/2025,池峈鋒教授,基督為我們的順服,,
3/26/2025,薛忠勇傳道,作領袖的準則,https://vimeo.com/1070156092/5ed804993c,
3/19/2025,莫詠恩牧師,宣教的跨越與回歸,https://vimeo.com/1067892131/e551e54de5,
3/12/2025,期中考週,,,
3/5/2025,饒孝柏博士,最重要的一件事,https://vimeo.com/1062969013/2138cea133,
2/26/2025,林志寰牧師,從馬其頓到鳳凰城,https://vimeo.com/1060675491/b890173efe,
2/19/2025,丁寧長老,合神心意的事奉者,https://vimeo.com/1058387594/2f86dd2cfa,
2/12/2025,孫雅各牧師,傳基督的福音,https://vimeo.com/1056169918/6f7839721d,
2/5/2025,趙剛、鄭海秋、魏山山,教會實習分享,https://vimeo.com/1054239802/516b255021,
1/22/2025,蔡明謀院長,神學裝備是一把雙刃劍,https://vimeo.com/1049840862/ad0131df85,
